Station,Entry_Exit,Trip,Month,Year
Sefton Station,Entry,20471,8,2025
Sefton Station,Exit,17909,8,2025
Seven Hills Station,Entry,135385,8,2025
Seven Hills Station,Exit,129285,8,2025
St James Station,Entry,165573,8,2025
St James Station,Exit,186149,8,2025
St Leonards Station,Entry,243328,8,2025
St Leonards Station,Exit,244332,8,2025
St Marys Station,Entry,102477,8,2025
St Marys Station,Exit,100058,8,2025
St Peters Station,Entry,58579,8,2025
St Peters Station,Exit,50673,8,2025
Stanmore Station,Entry,67848,8,2025
Stanmore Station,Exit,61430,8,2025
Strathfield Station,Entry,639785,8,2025
Strathfield Station,Exit,620363,8,2025
Summer Hill Station,Entry,76857,8,2025
Summer Hill Station,Exit,71604,8,2025
Sutherland Station,Entry,136671,8,2025
Sutherland Station,Exit,132730,8,2025
Sydenham Station,Entry,479105,8,2025
Sydenham Station,Exit,464133,8,2025
Tempe Station,Entry,30482,8,2025
Tempe Station,Exit,29414,8,2025
Thornleigh Station,Entry,37713,8,2025
Thornleigh Station,Exit,35499,8,2025
Toongabbie Station,Entry,65326,8,2025
Toongabbie Station,Exit,61622,8,2025
Town Hall Station,Entry,1763282,8,2025
Town Hall Station,Exit,1670753,8,2025
Turramurra Station,Entry,83647,8,2025
Turramurra Station,Exit,78328,8,2025
Turrella Station,Entry,22289,8,2025
Turrella Station,Exit,20496,8,2025
Villawood Station,Entry,11279,8,2025
Villawood Station,Exit,10709,8,2025
Vineyard Station,Entry,3771,8,2025
Vineyard Station,Exit,3477,8,2025
Wahroonga Station,Entry,43314,8,2025
Wahroonga Station,Exit,40365,8,2025
Waitara Station,Entry,67789,8,2025
Waitara Station,Exit,62497,8,2025
Warrawee Station,Entry,20753,8,2025
Warrawee Station,Exit,18551,8,2025
Warwick Farm Station,Entry,53300,8,2025
Warwick Farm Station,Exit,48494,8,2025
Waterfall Station,Entry,8618,8,2025
Waterfall Station,Exit,8535,8,2025
Waverton Station,Entry,44527,8,2025
Waverton Station,Exit,39561,8,2025
Wentworthville Station,Entry,88689,8,2025
Wentworthville Station,Exit,85207,8,2025
Werrington Station,Entry,29637,8,2025
Werrington Station,Exit,26322,8,2025
West Ryde Station,Entry,106085,8,2025
West Ryde Station,Exit,105920,8,2025
Westmead Station,Entry,153791,8,2025
Westmead Station,Exit,142725,8,2025
Windsor Station,Entry,15802,8,2025
Windsor Station,Exit,15451,8,2025
Wolli Creek Station,Entry,215691,8,2025
Wolli Creek Station,Exit,215833,8,2025
Wollstonecraft Station,Entry,46708,8,2025
Wollstonecraft Station,Exit,43318,8,2025
Woolooware Station,Entry,26027,8,2025
Woolooware Station,Exit,24369,8,2025
Wynyard Station,Entry,1098802,8,2025
Wynyard Station,Exit,1173823,8,2025
Yagoona Station,Entry,19599,8,2025
Yagoona Station,Exit,18543,8,2025
Yennora Station,Entry,23267,8,2025
Yennora Station,Exit,23549,8,2025
Allawah Station,Entry,58671,9,2025
Allawah Station,Exit,52104,9,2025
Arncliffe Station,Entry,52550,9,2025
Arncliffe Station,Exit,47188,9,2025
Artarmon Station,Entry,93270,9,2025
Artarmon Station,Exit,88557,9,2025
Ashfield Station,Entry,248304,9,2025
Ashfield Station,Exit,245387,9,2025
Asquith Station,Entry,29393,9,2025
Asquith Station,Exit,25985,9,2025
Auburn Station,Entry,342481,9,2025
Auburn Station,Exit,325424,9,2025
Banksia Station,Entry,31851,9,2025
Banksia Station,Exit,28765,9,2025
Bankstown Station,Entry,88742,9,2025
Bankstown Station,Exit,92901,9,2025
Bardwell Park Station,Entry,22126,9,2025
Bardwell Park Station,Exit,19883,9,2025
Beecroft Station,Entry,31083,9,2025
Beecroft Station,Exit,29664,9,2025
Berala Station,Entry,46670,9,2025
Berala Station,Exit,43537,9,2025
Berowra Station,Entry,25619,9,2025
Berowra Station,Exit,23781,9,2025
Beverly Hills Station,Entry,44432,9,2025
Beverly Hills Station,Exit,39571,9,2025
Bexley North Station,Entry,28569,9,2025
Bexley North Station,Exit,26341,9,2025
Birrong Station,Entry,9017,9,2025
Birrong Station,Exit,8753,9,2025
Blacktown Station,Entry,328908,9,2025
Blacktown Station,Exit,341134,9,2025
Bondi Junction Station,Entry,475954,9,2025
Bondi Junction Station,Exit,469400,9,2025
Burwood Station,Entry,476975,9,2025
Burwood Station,Exit,488955,9,2025
Cabramatta Station,Entry,183711,9,2025
Cabramatta Station,Exit,181845,9,2025
Campbelltown Station,Entry,123794,9,2025
Campbelltown Station,Exit,122508,9,2025
Canley Vale Station,Entry,52244,9,2025
Canley Vale Station,Exit,47254,9,2025
Caringbah Station,Entry,55145,9,2025
Caringbah Station,Exit,51699,9,2025
Carlton Station,Entry,59845,9,2025
Carlton Station,Exit,54551,9,2025
Carramar Station,Entry,13763,9,2025
Carramar Station,Exit,11774,9,2025
Casula Station,Entry,8175,9,2025
Casula Station,Exit,7168,9,2025
Central Station,Entry,1921421,9,2025
Central Station,Exit,1998506,9,2025
Chatswood Station,Entry,782359,9,2025
Chatswood Station,Exit,811696,9,2025
Cheltenham Station,Entry,21851,9,2025
Cheltenham Station,Exit,18689,9,2025
Chester Hill Station,Entry,25373,9,2025
Chester Hill Station,Exit,23838,9,2025
Circular Quay Station,Entry,494356,9,2025
Circular Quay Station,Exit,500392,9,2025
Clarendon Station,Entry,2689,9,2025
Clarendon Station,Exit,3726,9,2025
Clyde Station,Entry,22875,9,2025
Clyde Station,Exit,21117,9,2025
Como Station,Entry,13628,9,2025
Como Station,Exit,11689,9,2025
Concord West Station,Entry,43311,9,2025
Concord West Station,Exit,40118,9,2025
Cronulla Station,Entry,57957,9,2025
Cronulla Station,Exit,58242,9,2025
Croydon Station,Entry,52137,9,2025
Croydon Station,Exit,45751,9,2025
Denistone Station,Entry,12356,9,2025
Denistone Station,Exit,10975,9,2025
Doonside Station,Entry,61553,9,2025
Doonside Station,Exit,54477,9,2025
East Hills Station,Entry,29592,9,2025
East Hills Station,Exit,28427,9,2025
East Richmond Station,Entry,4359,9,2025
East Richmond Station,Exit,5292,9,2025
Eastwood Station,Entry,163373,9,2025
Eastwood Station,Exit,165556,9,2025
Edgecliff Station,Entry,167823,9,2025
Edgecliff Station,Exit,161446,9,2025
Edmondson Park Station,Entry,95708,9,2025
Edmondson Park Station,Exit,91183,9,2025
Emu Plains Station,Entry,23933,9,2025
Emu Plains Station,Exit,22283,9,2025
Engadine Station,Entry,25107,9,2025
Engadine Station,Exit,23577,9,2025
Epping Station,Entry,365296,9,2025
Epping Station,Exit,353471,9,2025
Erskineville Station,Entry,47982,9,2025
Erskineville Station,Exit,42670,9,2025
Fairfield Station,Entry,126757,9,2025
Fairfield Station,Exit,121851,9,2025
Flemington Station,Entry,119843,9,2025
Flemington Station,Exit,112293,9,2025
Glenfield Station,Entry,120718,9,2025
Glenfield Station,Exit,114284,9,2025
Gordon Station,Entry,143927,9,2025
Gordon Station,Exit,140522,9,2025
Granville Station,Entry,163676,9,2025
Granville Station,Exit,153262,9,2025
Green Square Station,Entry,192326,9,2025
Green Square Station,Exit,186671,9,2025
Guildford Station,Entry,61132,9,2025
Guildford Station,Exit,54350,9,2025
Gymea Station,Entry,40564,9,2025
Gymea Station,Exit,37064,9,2025
Harris Park Station,Entry,59253,9,2025
Harris Park Station,Exit,59288,9,2025
Heathcote Station,Entry,10742,9,2025
Heathcote Station,Exit,10681,9,2025
Helensburgh Station,Entry,8740,9,2025
Helensburgh Station,Exit,8315,9,2025
Holsworthy Station,Entry,59398,9,2025
Holsworthy Station,Exit,55441,9,2025
Homebush Station,Entry,88298,9,2025
Homebush Station,Exit,80835,9,2025
Hornsby Station,Entry,273658,9,2025
Hornsby Station,Exit,279005,9,2025
Hurstville Station,Entry,449303,9,2025
Hurstville Station,Exit,456920,9,2025
Ingleburn Station,Entry,64682,9,2025
Ingleburn Station,Exit,63389,9,2025
Jannali Station,Entry,49938,9,2025
Jannali Station,Exit,47447,9,2025
Killara Station,Entry,45973,9,2025
Killara Station,Exit,43087,9,2025
Kings Cross Station,Entry,284872,9,2025
Kings Cross Station,Exit,294191,9,2025
Kingsgrove Station,Entry,48659,9,2025
Kingsgrove Station,Exit,46053,9,2025
Kingswood Station,Entry,47067,9,2025
Kingswood Station,Exit,43689,9,2025
Kirrawee Station,Entry,37870,9,2025
Kirrawee Station,Exit,36612,9,2025
Kogarah Station,Entry,236518,9,2025
Kogarah Station,Exit,226484,9,2025
Leightonfield Station,Entry,5750,9,2025
Leightonfield Station,Exit,5629,9,2025
Leppington Station,Entry,94866,9,2025
Leppington Station,Exit,90106,9,2025
Leumeah Station,Entry,53304,9,2025
Leumeah Station,Exit,49719,9,2025
Lewisham Station,Entry,56090,9,2025
Lewisham Station,Exit,51610,9,2025
Lidcombe Station,Entry,301673,9,2025
Lidcombe Station,Exit,294633,9,2025
Lindfield Station,Entry,85111,9,2025
Lindfield Station,Exit,82593,9,2025
Liverpool Station,Entry,199791,9,2025
Liverpool Station,Exit,197898,9,2025
Loftus Station,Entry,8722,9,2025
Loftus Station,Exit,7815,9,2025
Macarthur Station,Entry,63953,9,2025
Macarthur Station,Exit,62417,9,2025
Macdonaldtown Station,Entry,23957,9,2025
Macdonaldtown Station,Exit,22692,9,2025
Macquarie Fields Station,Entry,18718,9,2025
Macquarie Fields Station,Exit,17474,9,2025
Marayong Station,Entry,23110,9,2025
Marayong Station,Exit,20986,9,2025
Martin Place Station,Entry,753256,9,2025
Martin Place Station,Exit,851013,9,2025
Mascot Station,Entry,341472,9,2025
Mascot Station,Exit,342139,9,2025
Meadowbank Station,Entry,116860,9,2025
Meadowbank Station,Exit,105653,9,2025
Merrylands Station,Entry,138194,9,2025
Merrylands Station,Exit,133969,9,2025
Milsons Point Station,Entry,141059,9,2025
Milsons Point Station,Exit,148953,9,2025
Minto Station,Entry,62589,9,2025
Minto Station,Exit,59159,9,2025
Miranda Station,Entry,74474,9,2025
Miranda Station,Exit,76873,9,2025
Mortdale Station,Entry,72891,9,2025
Mortdale Station,Exit,65262,9,2025
Mount Colah Station,Entry,13274,9,2025
Mount Colah Station,Exit,12214,9,2025
Mount Druitt Station,Entry,129937,9,2025
Mount Druitt Station,Exit,128408,9,2025
Mount Kuring-gai Station,Entry,4825,9,2025
Mount Kuring-gai Station,Exit,4775,9,2025
Mulgrave Station,Entry,5693,9,2025
Mulgrave Station,Exit,5436,9,2025
Museum Station,Entry,191247,9,2025
Museum Station,Exit,219326,9,2025
Narwee Station,Entry,40478,9,2025
Narwee Station,Exit,36087,9,2025
Newtown Station,Entry,213025,9,2025
Newtown Station,Exit,241165,9,2025
Normanhurst Station,Entry,27588,9,2025
Normanhurst Station,Exit,22254,9,2025
North Strathfield Station,Entry,59633,9,2025
North Strathfield Station,Exit,57255,9,2025
North Sydney Station,Entry,237298,9,2025
North Sydney Station,Exit,249569,9,2025
Oatley Station,Entry,41024,9,2025
Oatley Station,Exit,38015,9,2025
Olympic Park Station,Entry,71395,9,2025
Olympic Park Station,Exit,75123,9,2025
Padstow Station,Entry,54760,9,2025
Padstow Station,Exit,50293,9,2025
Panania Station,Entry,35727,9,2025
Panania Station,Exit,32434,9,2025
Parramatta Station,Entry,961732,9,2025
Parramatta Station,Exit,977748,9,2025
Pendle Hill Station,Entry,69873,9,2025
Pendle Hill Station,Exit,64431,9,2025
Pennant Hills Station,Entry,50642,9,2025
Pennant Hills Station,Exit,50441,9,2025
Penrith Station,Entry,153276,9,2025
Penrith Station,Exit,158252,9,2025
Penshurst Station,Entry,64217,9,2025
Penshurst Station,Exit,54422,9,2025
Petersham Station,Entry,72010,9,2025
Petersham Station,Exit,68114,9,2025
Pymble Station,Entry,49315,9,2025
Pymble Station,Exit,44955,9,2025
Quakers Hill Station,Entry,56453,9,2025
Quakers Hill Station,Exit,50672,9,2025
Redfern Station,Entry,581284,9,2025
Redfern Station,Exit,629487,9,2025
Regents Park Station,Entry,33320,9,2025
Regents Park Station,Exit,30798,9,2025
Revesby Station,Entry,120736,9,2025
Revesby Station,Exit,117467,9,2025
Rhodes Station,Entry,221434,9,2025
Rhodes Station,Exit,215967,9,2025
Richmond Station,Entry,15899,9,2025
Richmond Station,Exit,13986,9,2025
Riverstone Station,Entry,28311,9,2025
Riverstone Station,Exit,26289,9,2025
Riverwood Station,Entry,72296,9,2025
Riverwood Station,Exit,67497,9,2025
Rockdale Station,Entry,215914,9,2025
Rockdale Station,Exit,207543,9,2025
Rooty Hill Station,Entry,78831,9,2025
Rooty Hill Station,Exit,74065,9,2025
Roseville Station,Entry,60800,9,2025
Roseville Station,Exit,57726,9,2025
Schofields Station,Entry,93234,9,2025
Schofields Station,Exit,87607,9,2025
Sefton Station,Entry,19977,9,2025
Sefton Station,Exit,17639,9,2025
Seven Hills Station,Entry,129095,9,2025
Seven Hills Station,Exit,122105,9,2025
St James Station,Entry,148012,9,2025
St James Station,Exit,167778,9,2025
St Leonards Station,Entry,229310,9,2025
St Leonards Station,Exit,232018,9,2025
St Marys Station,Entry,97369,9,2025
St Marys Station,Exit,95371,9,2025
St Peters Station,Entry,54790,9,2025
St Peters Station,Exit,47854,9,2025
Stanmore Station,Entry,62256,9,2025
Stanmore Station,Exit,55671,9,2025
Strathfield Station,Entry,559038,9,2025
Strathfield Station,Exit,544398,9,2025
Summer Hill Station,Entry,71799,9,2025
Summer Hill Station,Exit,66840,9,2025
Sutherland Station,Entry,135873,9,2025
Sutherland Station,Exit,132054,9,2025
Sydenham Station,Entry,440305,9,2025
Sydenham Station,Exit,425403,9,2025
Tempe Station,Entry,29625,9,2025
Tempe Station,Exit,27724,9,2025
Thornleigh Station,Entry,37482,9,2025
Thornleigh Station,Exit,35634,9,2025
Toongabbie Station,Entry,63149,9,2025
Toongabbie Station,Exit,59078,9,2025
Town Hall Station,Entry,1618196,9,2025
Town Hall Station,Exit,1545263,9,2025
Turramurra Station,Entry,78626,9,2025
Turramurra Station,Exit,73400,9,2025
Turrella Station,Entry,21606,9,2025
Turrella Station,Exit,19833,9,2025
Villawood Station,Entry,11218,9,2025
Villawood Station,Exit,10892,9,2025
Vineyard Station,Entry,3676,9,2025
Vineyard Station,Exit,3427,9,2025
Wahroonga Station,Entry,40892,9,2025
Wahroonga Station,Exit,38094,9,2025
Waitara Station,Entry,64475,9,2025
Waitara Station,Exit,59524,9,2025
Warrawee Station,Entry,20065,9,2025
Warrawee Station,Exit,17734,9,2025
Warwick Farm Station,Entry,52636,9,2025
Warwick Farm Station,Exit,47914,9,2025
Waterfall Station,Entry,8453,9,2025
Waterfall Station,Exit,9333,9,2025
Waverton Station,Entry,40762,9,2025
Waverton Station,Exit,36010,9,2025
Wentworthville Station,Entry,84528,9,2025
Wentworthville Station,Exit,80501,9,2025
Werrington Station,Entry,29083,9,2025
Werrington Station,Exit,25595,9,2025
West Ryde Station,Entry,104722,9,2025
West Ryde Station,Exit,104805,9,2025
Westmead Station,Entry,147646,9,2025
Westmead Station,Exit,137517,9,2025
Windsor Station,Entry,15168,9,2025
Windsor Station,Exit,14597,9,2025
Wolli Creek Station,Entry,187934,9,2025
Wolli Creek Station,Exit,186583,9,2025
Wollstonecraft Station,Entry,43183,9,2025
Wollstonecraft Station,Exit,39763,9,2025
Woolooware Station,Entry,24655,9,2025
Woolooware Station,Exit,23186,9,2025
Wynyard Station,Entry,1014292,9,2025
Wynyard Station,Exit,1077792,9,2025
Yagoona Station,Entry,20711,9,2025
Yagoona Station,Exit,19186,9,2025
Yennora Station,Entry,22512,9,2025
Yennora Station,Exit,23180,9,2025
